,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SC08D8A859F$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0E3784FFB$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC01FFC9392$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC05B6D413B$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC0F590482E$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC006E22794$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC0FF018913$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC06E5E0C83$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC040B3EFBC$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC0F8D27FBC$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC01115AAD1$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC07FB88720$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC091173D82$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC08AA91C84$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC035953E6B$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC05992FDC8$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC0545E2502$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC02AE206BE$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC08BF895FC$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC02F06FF62$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SC0CBC30AB7$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC011F01833$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC069F9E62C$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0BCD683D4$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC05F111D21$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0861656EC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D7F33CFB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0674C647E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D2BDC009$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC00756BB93$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC06525B099$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0247E9ADB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0E1037D03$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC008F4294F$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8101D41$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC067EE23E1$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0082A7233$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A3F146C2$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A0532ADC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC00C0800EB$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0672FBD31$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F516B854$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0247375A7$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A58E6695$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC044E3F9B6$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0B6F1A278$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC01195CB48$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0725E3A76$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC090855C8E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC09FDA4F45$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC04085F9F9$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CFF5E19D$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0EFCE145F$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC092C3E4DF$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D19BAF15$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0BA1D5E00$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0B9199C7F$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC06B4C6DD5$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC05565E8CE$\delta{-}cells$,1,1,0,0,0,0,1
CPI-SS06A999D25$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SC0BCD683D4$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC0F4BC2909$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SC040B3EFBC$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SC0D2BDC009$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC00756BB93$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS0B537DD3F$\delta{-}cells$,1,0,1,0,0,0,0
CPI-SC0F74C069F$\delta{-}cells$,1,1,0,0,0,0,1
CPI-SC0F516B854$\delta{-}cells$,1,1,0,1,0,0,1
CPI-SC08BF895FC$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SC0A54B5323$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS0B990492C$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0AD0ED887$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS027E12A36$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0CE851065$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0725E3A76$\delta{-}cells$,1,1,1,1,0,1,1
CPI-SS0A2D7895C$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC09FDA4F45$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS0889E281D$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC04085F9F9$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC0A199B69E$\delta{-}cells$,1,1,0,0,0,0,1
CPI-SC0EFCE145F$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC05D8C0EF5$\delta{-}cells$,1,1,0,1,0,0,1
CPI-SC02B111AB0$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0BA1D5E00$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC06B4C6DD5$\delta{-}cells$,1,1,0,1,0,0,1
CPI-SS0F9D53834$\delta{-}cells$,1,1,1,0,0,1,1
CPI-SC0847A64D2$\delta{-}cells$,1,0,0,0,1,0,1
CPI-SS080611C5B$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0C9696AAA$\delta{-}cells$,0,1,1,0,0,0,0
CPI-SC0F8101D41$\delta{-}cells$,0,1,0,0,0,0,1
CPI-SS03859E16F$\delta{-}cells$,0,1,1,1,0,0,0
CPI-SC096929DB0$\delta{-}cells$,0,1,0,1,1,1,1
CPI-SC0EC380922$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC0E1037D03$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC056BF6CBB$\delta{-}cells$,0,0,1,0,0,1,0
CPI-SC0A58E6695$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC06364D669$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SC0BC542ACC$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SS087B53ABF$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SC070D5A96F$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC061137A41$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS0322747C2$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC0814068D9$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0592EC3D0$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0E60FEE99$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC058F72F90$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS08B94BEB2$\delta{-}cells$,0,0,0,1,1,1,0
CPI-SC039D075C6$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC04AED00CE$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS001BF66E8$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC05CCF815E$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC08F797F90$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC08226CD3B$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0CE6F5084$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS06D13FCD3$\delta{-}cells$,0,0,0,1,1,1,0
CPI-SC052A417CB$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC035134F18$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0CCF30377$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC08A98E7D4$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0FBFA176B$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC083EDDA21$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC03DD752AB$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC06873D10F$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC09DE07794$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC02392F4AF$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0D870AE49$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC03C093767$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC04F2478E9$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC0CA7B34A5$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC058845C44$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC08D8A859F$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0E3784FFB$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC01FFC9392$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0EEF3A379$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC08B2AD7C6$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0DA5EFA18$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC05B6D413B$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC0FF018913$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC06E5E0C83$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC0F8D27FBC$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC01115AAD1$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC07FB88720$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC091173D82$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC08AA91C84$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC035953E6B$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC05992FDC8$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC0545E2502$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC02AE206BE$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC02F06FF62$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SC0B066E03C$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CBC30AB7$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC069F9E62C$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC05F111D21$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0861656EC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D7F33CFB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0F590482E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC006E22794$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0674C647E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC06525B099$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0247E9ADB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC008F4294F$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0082A7233$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A3F146C2$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0A0532ADC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC00C0800EB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0672FBD31$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0247375A7$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC044E3F9B6$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC01195CB48$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC090855C8E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0CFF5E19D$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC04936738A$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC092C3E4DF$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D19BAF15$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS06A999D25Acinar cells,1,0,0,0,0,0,1
CPI-SC0530C27A8Acinar cells,1,1,1,0,1,1,1
CPI-SC067AD890AAcinar cells,1,1,1,1,1,1,1
CPI-SC0F73E9099Acinar cells,1,1,1,1,0,1,1
CPI-SC091173D82Acinar cells,1,0,0,0,0,1,1
CPI-SS0B537DD3FAcinar cells,1,0,1,1,0,0,0
CPI-SC08AA91C84Acinar cells,1,0,0,0,0,1,1
CPI-SC0082A7233Acinar cells,1,1,1,0,1,1,1
CPI-SC0EA3FC100Acinar cells,1,0,0,0,0,1,1
CPI-SC03ADD2063Acinar cells,1,1,1,0,0,1,1
CPI-SC0458F68A5Acinar cells,1,1,0,0,0,1,1
CPI-SC0F7E26271Acinar cells,1,1,1,0,1,1,1
CPI-SC00C0800EBAcinar cells,1,1,1,1,1,1,1
CPI-SC0F516B854Acinar cells,1,1,0,0,0,0,1
CPI-SC02017BE74Acinar cells,1,1,1,0,1,1,1
CPI-SC0247375A7Acinar cells,1,1,1,0,1,1,1
CPI-SC01EA4FF6BAcinar cells,1,1,1,1,1,1,1
CPI-SC0755598EEAcinar cells,1,1,1,0,1,1,1
CPI-SC0017F527EAcinar cells,1,1,1,1,0,1,1
CPI-SS027E12A36Acinar cells,1,0,0,0,1,0,1
CPI-SC0FA79E269Acinar cells,1,1,1,1,1,1,1
CPI-SC02BFEEC8AAcinar cells,1,1,1,1,1,1,1
CPI-SC07ECBFCA7Acinar cells,1,1,1,1,1,1,1
CPI-SC090855C8EAcinar cells,1,1,1,0,1,1,1
CPI-SC0CFF5E19DAcinar cells,1,1,1,0,1,1,1
CPI-SC05D8C0EF5Acinar cells,1,1,0,0,0,0,1
CPI-SC04936738AAcinar cells,1,1,0,0,0,0,1
CPI-SC092C3E4DFAcinar cells,1,1,1,1,1,1,1
CPI-SS001BF66E8Acinar cells,1,1,1,1,1,1,1
CPI-SC06364D669Acinar cells,1,1,1,1,1,1,1
CPI-SC0D19BAF15Acinar cells,1,1,1,1,1,1,1
CPI-SC0A2FE9693Acinar cells,1,1,1,0,1,1,1
CPI-SC0988E0218Acinar cells,1,1,1,0,1,1,1
CPI-SC0BA1D5E00Acinar cells,1,1,0,1,0,0,1
CPI-SS06D13FCD3Acinar cells,1,0,0,1,1,1,0
CPI-SC0B9199C7FAcinar cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCAcinar cells,1,1,1,1,1,1,1
CPI-SC06B4C6DD5Acinar cells,1,1,1,1,0,1,1
CPI-SC01AB9BED7Acinar cells,1,1,1,1,1,1,1
CPI-SC07BE7830DAcinar cells,1,1,1,1,1,1,1
CPI-SC04F2478E9Acinar cells,1,1,1,1,1,1,1
CPI-SC0847A64D2Acinar cells,1,1,0,1,1,1,1
CPI-SS080611C5BAcinar cells,1,1,1,1,1,1,1
CPI-SC0E3784FFBAcinar cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Acinar cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Acinar cells,1,1,1,1,1,1,1
CPI-SC096929DB0Acinar cells,1,1,1,1,1,1,1
CPI-SS0889E281DAcinar cells,0,1,0,0,0,0,0
CPI-SC0A199B69EAcinar cells,0,1,0,0,0,0,1
CPI-SS03859E16FAcinar cells,0,1,1,1,0,0,0
CPI-SC0E1037D03Acinar cells,0,0,1,0,0,0,1
CPI-SC044E3F9B6Acinar cells,0,0,1,0,0,0,1
CPI-SC07222A428Acinar cells,0,0,1,1,1,1,1
CPI-SC0BC542ACCAcinar cells,0,0,1,0,0,0,0
CPI-SS087B53ABFAcinar cells,0,0,1,0,0,1,1
CPI-SC070D5A96FAcinar cells,0,0,1,0,0,1,1
CPI-SS0322747C2Acinar cells,0,0,0,1,1,0,0
CPI-SC04B0064C4Acinar cells,0,0,0,1,1,1,1
CPI-SC0E60FEE99Acinar cells,0,0,0,1,1,0,0
CPI-SC08B2AD7C6Acinar cells,0,0,0,1,1,0,1
CPI-SS0A2D7895CAcinar cells,0,0,0,1,1,0,0
CPI-SS08B94BEB2Acinar cells,0,0,0,1,1,1,0
CPI-SC04AED00CEAcinar cells,0,0,0,1,1,0,0
CPI-SC0CE6F5084Acinar cells,0,0,0,1,1,0,1
CPI-SC052A417CBAcinar cells,0,0,0,1,1,1,1
CPI-SC0FBFA176BAcinar cells,0,0,0,1,1,1,1
CPI-SC083EDDA21Acinar cells,0,0,0,1,1,1,1
CPI-SC03DD752ABAcinar cells,0,0,0,1,1,1,1
CPI-SC06873D10FAcinar cells,0,0,0,1,1,1,1
CPI-SC09DE07794Acinar cells,0,0,0,1,1,1,1
CPI-SC02392F4AFAcinar cells,0,0,0,1,1,1,1
CPI-SC0D870AE49Acinar cells,0,0,0,1,1,1,1
CPI-SC03C093767Acinar cells,0,0,0,1,1,1,1
CPI-SC0CA7B34A5Acinar cells,0,0,0,1,1,1,1
CPI-SC058845C44Acinar cells,0,0,0,1,1,1,1
CPI-SC08D8A859FAcinar cells,0,0,0,1,1,0,1
CPI-SC058F72F90Acinar cells,0,0,0,0,1,0,1
CPI-SC0FF018913Acinar cells,0,0,0,0,0,1,1
CPI-SC06E5E0C83Acinar cells,0,0,0,0,0,1,1
CPI-SC040B3EFBCAcinar cells,0,0,0,0,0,1,1
CPI-SC01115AAD1Acinar cells,0,0,0,0,0,1,1
CPI-SC07FB88720Acinar cells,0,0,0,0,0,1,1
CPI-SC0545E2502Acinar cells,0,0,0,0,0,1,1
CPI-SC0672FBD31Acinar cells,0,0,0,0,0,1,1
CPI-SC02AE206BEAcinar cells,0,0,0,0,0,1,1
CPI-SC02F06FF62Acinar cells,0,0,0,0,0,1,1
CPI-SS0F9D53834Acinar cells,0,0,0,0,0,1,1
CPI-SC069F9E62CAcinar cells,0,0,0,0,0,0,1
CPI-SC0BCD683D4Acinar cells,0,0,0,0,0,0,1
CPI-SC0DF986F22Acinar cells,0,0,0,0,0,0,1
CPI-SC08CC68F11Acinar cells,0,0,0,0,0,0,1
CPI-SC05F111D21Acinar cells,0,0,0,0,0,0,1
CPI-SC0ECFACED2Acinar cells,0,0,0,0,0,0,1
CPI-SC0DF641DAAAcinar cells,0,0,0,0,0,0,1
CPI-SC0861656ECAcinar cells,0,0,0,0,0,0,1
CPI-SC07375C073Acinar cells,0,0,0,0,0,0,1
CPI-SC0D7F33CFBAcinar cells,0,0,0,0,0,0,1
CPI-SC0EC380922Acinar cells,0,0,0,0,0,0,1
CPI-SC0674C647EAcinar cells,0,0,0,0,0,0,1
CPI-SC0F8101D41Acinar cells,0,0,0,0,0,0,1
CPI-SC0A3F146C2Acinar cells,0,0,0,0,0,0,1
CPI-SC0A0532ADCAcinar cells,0,0,0,0,0,0,1
CPI-SC0A58E6695Acinar cells,0,0,0,0,0,0,1
CPI-SC0B6F1A278Acinar cells,0,0,0,0,0,0,1
CPI-SC01195CB48Acinar cells,0,0,0,0,0,0,1
CPI-SC09FDA4F45Acinar cells,0,0,0,0,0,0,1
CPI-SC04085F9F9Acinar cells,0,0,0,0,0,0,1
CPI-SC0EFCE145FAcinar cells,0,0,0,0,0,0,1
CPI-SS06A999D25Ductal cells,1,0,0,0,0,0,1
CPI-SC0ED0520DDDuctal cells,1,1,1,1,1,1,1
CPI-SC0EAF80261Ductal cells,1,1,0,1,0,1,1
CPI-SC062D34C2ADuctal cells,1,1,1,1,1,1,1
CPI-SC0A9EB628ADuctal cells,1,1,1,1,1,1,1
CPI-SC069F9E62CDuctal cells,1,1,1,0,0,1,1
CPI-SC0530C27A8Ductal cells,1,1,1,0,1,1,1
CPI-SC0014D5A6EDuctal cells,1,1,1,0,1,1,1
CPI-SC053BBE2B1Ductal cells,1,1,0,1,0,1,1
CPI-SC0F94B2CF9Ductal cells,1,1,1,1,1,1,1
CPI-SC01E9FAC20Ductal cells,1,1,1,1,1,1,1
CPI-SC0FF018913Ductal cells,1,0,0,0,0,1,1
CPI-SC0F73E9099Ductal cells,1,0,0,0,0,1,1
CPI-SS0B537DD3FDuctal cells,1,0,1,1,0,0,0
CPI-SC008F4294FDuctal cells,1,1,0,0,0,0,1
CPI-SC0EA3FC100Ductal cells,1,1,1,1,1,1,1
CPI-SC0F74C069FDuctal cells,1,1,0,0,0,0,1
CPI-SC0A0532ADCDuctal cells,1,1,1,0,1,1,1
CPI-SC03ADD2063Ductal cells,1,1,1,0,1,1,1
CPI-SC056BF6CBBDuctal cells,1,1,1,1,1,1,1
CPI-SC0458F68A5Ductal cells,1,1,1,1,1,1,1
CPI-SC0F7E26271Ductal cells,1,1,1,0,1,1,1
CPI-SC0672FBD31Ductal cells,1,1,0,0,0,1,1
CPI-SC02017BE74Ductal cells,1,1,1,0,1,1,1
CPI-SC0A58E6695Ductal cells,1,1,1,0,1,1,1
CPI-SC044E3F9B6Ductal cells,1,1,1,0,1,1,1
CPI-SC0755598EEDuctal cells,1,1,1,0,1,1,1
CPI-SC04B0064C4Ductal cells,1,1,1,1,1,1,1
CPI-SC0B6F1A278Ductal cells,1,1,1,1,1,1,1
CPI-SC01195CB48Ductal cells,1,1,1,1,1,1,1
CPI-SC07222A428Ductal cells,1,1,1,1,1,1,1
CPI-SC0017F527EDuctal cells,1,1,1,1,1,1,1
CPI-SS0AD0ED887Ductal cells,1,0,1,1,1,0,0
CPI-SC0FA79E269Ductal cells,1,1,1,1,1,1,1
CPI-SC0725E3A76Ductal cells,1,1,0,0,0,0,1
CPI-SC02BFEEC8ADuctal cells,1,1,1,1,1,1,1
CPI-SC07ECBFCA7Ductal cells,1,1,1,1,1,1,1
CPI-SC090855C8EDuctal cells,1,1,1,0,1,1,1
CPI-SC0CFF5E19DDuctal cells,1,1,1,0,1,1,1
CPI-SC05D8C0EF5Ductal cells,1,1,1,1,0,1,1
CPI-SC04936738ADuctal cells,1,1,0,1,0,1,1
CPI-SC04AED00CEDuctal cells,1,1,1,1,1,1,1
CPI-SC092C3E4DFDuctal cells,1,1,1,1,1,1,1
CPI-SS001BF66E8Ductal cells,1,1,1,1,1,1,1
CPI-SC06364D669Ductal cells,1,1,1,1,1,1,1
CPI-SC0D19BAF15Ductal cells,1,1,1,1,1,1,1
CPI-SC0A2FE9693Ductal cells,1,1,1,0,1,1,1
CPI-SC0BC542ACCDuctal cells,1,1,1,1,1,1,1
CPI-SC0988E0218Ductal cells,1,1,1,0,1,1,1
CPI-SC0BA1D5E00Ductal cells,1,1,0,1,0,0,1
CPI-SS06D13FCD3Ductal cells,1,1,1,1,1,1,1
CPI-SC0B9199C7FDuctal cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCDuctal cells,1,1,1,1,1,1,1
CPI-SC06B4C6DD5Ductal cells,1,1,0,1,0,1,1
CPI-SC01AB9BED7Ductal cells,1,1,1,1,1,1,1
CPI-SC07BE7830DDuctal cells,1,1,1,1,1,1,1
CPI-SC04F2478E9Ductal cells,1,1,1,1,1,1,1
CPI-SC0847A64D2Ductal cells,1,1,0,1,1,1,1
CPI-SS080611C5BDuctal cells,1,1,1,1,0,1,1
CPI-SC0E3784FFBDuctal cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Ductal cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Ductal cells,1,1,1,1,1,1,1
CPI-SC096929DB0Ductal cells,1,1,1,1,1,1,1
CPI-SS0C9696AAADuctal cells,0,1,1,0,0,0,0
CPI-SC0861656ECDuctal cells,0,1,0,0,0,0,1
CPI-SC067AD890ADuctal cells,0,1,1,1,1,1,1
CPI-SC0247375A7Ductal cells,0,1,0,0,0,1,1
CPI-SS0B990492CDuctal cells,0,1,0,0,0,0,0
CPI-SS0889E281DDuctal cells,0,1,1,0,0,0,0
CPI-SC0A199B69EDuctal cells,0,1,0,0,0,0,1
CPI-SS03859E16FDuctal cells,0,1,1,1,0,0,1
CPI-SC0EC380922Ductal cells,0,0,1,0,0,0,1
CPI-SS087B53ABFDuctal cells,0,0,1,0,0,1,1
CPI-SC070D5A96FDuctal cells,0,0,1,0,0,0,1
CPI-SC02392F4AFDuctal cells,0,0,1,1,1,1,1
CPI-SS0322747C2Ductal cells,0,0,0,1,1,0,0
CPI-SC01EA4FF6BDuctal cells,0,0,0,1,1,1,1
CPI-SC0592EC3D0Ductal cells,0,0,0,1,1,0,1
CPI-SC0E60FEE99Ductal cells,0,0,0,1,1,0,0
CPI-SC08B2AD7C6Ductal cells,0,0,0,1,1,0,1
CPI-SC058F72F90Ductal cells,0,0,0,1,1,0,1
CPI-SS0A2D7895CDuctal cells,0,0,0,1,1,0,0
CPI-SS08B94BEB2Ductal cells,0,0,0,1,1,1,0
CPI-SC05CCF815EDuctal cells,0,0,0,1,1,0,1
CPI-SC08F797F90Ductal cells,0,0,0,1,1,1,1
CPI-SC08226CD3BDuctal cells,0,0,0,1,1,1,1
CPI-SC0CE6F5084Ductal cells,0,0,0,1,1,0,1
CPI-SC052A417CBDuctal cells,0,0,0,1,1,0,1
CPI-SC035134F18Ductal cells,0,0,0,1,1,1,1
CPI-SC0CCF30377Ductal cells,0,0,0,1,1,1,1
