,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SC0CA7B34A5Stellate cells,1,1,1,1,1,1,1
CPI-SC0847A64D2Stellate cells,1,1,1,1,1,1,1
CPI-SC058845C44Stellate cells,1,1,1,1,1,1,1
CPI-SC08D8A859FStellate cells,1,1,1,1,1,1,1
CPI-SC0E3784FFBStellate cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Stellate cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Stellate cells,1,1,0,1,1,1,1
CPI-SC096929DB0Stellate cells,1,1,1,1,1,1,1
CPI-SS0B990492C$\alpha{-}cells$,0,1,1,0,0,0,0
CPI-SS0889E281D$\alpha{-}cells$,0,1,1,0,0,0,0
CPI-SC0988E0218$\alpha{-}cells$,0,1,0,1,1,0,1
CPI-SC01AB9BED7$\alpha{-}cells$,0,1,0,1,1,0,1
CPI-SC070D5A96F$\alpha{-}cells$,0,1,0,0,0,1,1
CPI-SC07BE7830D$\alpha{-}cells$,0,1,0,1,1,0,1
CPI-SC0847A64D2$\alpha{-}cells$,0,1,1,1,1,1,1
CPI-SS080611C5B$\alpha{-}cells$,0,1,1,1,1,0,0
CPI-SS08991B378$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SC0988E0218$\beta{-}cells$,0,1,0,1,1,0,1
CPI-SS087B53ABF$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SC01AB9BED7$\beta{-}cells$,0,1,0,1,1,0,1
CPI-SC070D5A96F$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SC07BE7830D$\beta{-}cells$,0,1,0,1,1,0,1
CPI-SS0F9D53834$\beta{-}cells$,0,1,1,0,0,1,1
CPI-SS080611C5B$\beta{-}cells$,0,1,1,1,1,0,0
CPI-SC096929DB0$\beta{-}cells$,0,1,1,1,1,1,1
CPI-SS08991B378$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SC056BF6CBB$\delta{-}cells$,0,1,1,0,1,0,1
CPI-SS0B990492C$\delta{-}cells$,0,1,1,0,0,0,1
CPI-SC06364D669$\delta{-}cells$,0,1,1,1,1,1,1
CPI-SC0988E0218$\delta{-}cells$,0,1,0,1,1,0,1
CPI-SC01AB9BED7$\delta{-}cells$,0,1,0,1,1,0,1
CPI-SC07BE7830D$\delta{-}cells$,0,1,0,1,1,0,1
CPI-SC08B2AD7C6Acinar cells,0,1,0,1,1,1,1
CPI-SS0B990492CAcinar cells,0,1,1,0,0,0,0
CPI-SS0889E281DAcinar cells,0,1,0,0,0,0,0
CPI-SC01AB9BED7Acinar cells,0,1,0,1,1,0,1
CPI-SC07BE7830DAcinar cells,0,1,0,1,1,0,1
CPI-SS080611C5BAcinar cells,0,1,1,1,1,0,0
CPI-SC096929DB0Acinar cells,0,1,1,1,1,1,1
CPI-SS0B990492CDuctal cells,0,1,1,0,0,0,0
CPI-SS0889E281DDuctal cells,0,1,1,0,0,0,0
CPI-SC0988E0218Ductal cells,0,1,0,1,1,0,1
CPI-SC01AB9BED7Ductal cells,0,1,0,1,1,0,1
CPI-SC07BE7830DDuctal cells,0,1,0,1,1,0,1
CPI-SS080611C5BDuctal cells,0,1,1,1,0,0,0
CPI-SS08991B378PP cells,0,1,0,0,0,0,0
CPI-SC006E22794PP cells,0,1,0,0,0,1,1
CPI-SC02AE206BEPP cells,0,1,1,1,1,1,1
CPI-SS0B990492CPP cells,0,1,1,0,0,0,0
CPI-SS0889E281DPP cells,0,1,1,0,0,0,0
CPI-SC05CCF815EPP cells,0,1,0,0,0,1,1
CPI-SC0988E0218PP cells,0,1,0,1,1,0,1
CPI-SC01AB9BED7PP cells,0,1,0,1,1,0,1
CPI-SC07BE7830DPP cells,0,1,0,1,1,0,1
CPI-SC0D870AE49PP cells,0,1,0,1,1,1,1
CPI-SS080611C5BPP cells,0,1,1,1,1,0,0
CPI-SC01FFC9392PP cells,0,1,1,1,1,1,1
CPI-SC011F01833Stellate cells,0,1,0,0,0,1,1
CPI-SS0B990492CStellate cells,0,1,1,0,0,0,0
CPI-SS0889E281DStellate cells,0,1,1,0,0,0,0
CPI-SC092C3E4DFStellate cells,0,1,1,1,1,1,1
CPI-SC0D19BAF15Stellate cells,0,1,1,1,1,1,1
CPI-SC0988E0218Stellate cells,0,1,0,1,1,0,1
CPI-SC01AB9BED7Stellate cells,0,1,0,1,1,0,1
CPI-SC07BE7830DStellate cells,0,1,0,1,1,0,1
CPI-SS080611C5BStellate cells,0,1,1,1,1,0,0
CPI-SC05565E8CE$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SS06A999D25$\alpha{-}cells$,0,0,1,1,1,0,1
CPI-SC0BCD683D4$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SC0F4BC2909$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC040B3EFBC$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SC0D2BDC009$\alpha{-}cells$,0,0,1,0,0,0,1
CPI-SC00756BB93$\alpha{-}cells$,0,0,1,0,0,0,1
CPI-SC0F516B854$\alpha{-}cells$,0,0,1,1,0,0,1
CPI-SC08BF895FC$\alpha{-}cells$,0,0,1,0,0,0,1
CPI-SC0A54B5323$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC0CE851065$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC0725E3A76$\alpha{-}cells$,0,0,1,0,1,0,1
CPI-SS0A2D7895C$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SC09FDA4F45$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC04085F9F9$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC0A199B69E$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC02B111AB0$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC06B4C6DD5$\alpha{-}cells$,0,0,1,1,1,1,1
CPI-SS0F9D53834$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC05565E8CE$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SC0BCD683D4$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SC0D2BDC009$\beta{-}cells$,0,0,1,0,0,0,1
CPI-SC00756BB93$\beta{-}cells$,0,0,1,0,0,0,1
CPI-SC0F8101D41$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SC0F516B854$\beta{-}cells$,0,0,1,1,0,0,1
CPI-SC0A54B5323$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SC0CE851065$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SC04085F9F9$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SC02B111AB0$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SC0BCD683D4$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SC0D2BDC009$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC00756BB93$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC0A54B5323$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SC0A58E6695$\delta{-}cells$,0,0,1,0,1,0,1
CPI-SC0CE851065$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SC0725E3A76$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SC04085F9F9$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SC02B111AB0$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SC0BA1D5E00$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SC061137A41Acinar cells,0,0,1,0,0,0,0
CPI-SC0814068D9Acinar cells,0,0,1,0,0,1,1
CPI-SC0F516B854Acinar cells,0,0,1,0,0,0,1
CPI-SC0CE851065Acinar cells,0,0,1,0,0,1,1
CPI-SC0725E3A76Acinar cells,0,0,1,0,0,0,1
CPI-SC02B111AB0Acinar cells,0,0,1,0,0,1,1
CPI-SC0BA1D5E00Acinar cells,0,0,1,1,1,0,0
CPI-SC06B4C6DD5Acinar cells,0,0,1,1,1,1,0
CPI-SC061137A41Ductal cells,0,0,1,0,0,0,0
CPI-SC0BCD683D4Ductal cells,0,0,1,0,0,0,0
CPI-SC0814068D9Ductal cells,0,0,1,0,0,1,1
CPI-SC0D2BDC009Ductal cells,0,0,1,0,0,0,1
CPI-SC00756BB93Ductal cells,0,0,1,0,0,0,1
CPI-SC0A54B5323Ductal cells,0,0,1,0,0,1,1
CPI-SC0CE851065Ductal cells,0,0,1,0,0,1,1
CPI-SC04085F9F9Ductal cells,0,0,1,0,0,1,1
CPI-SC02B111AB0Ductal cells,0,0,1,0,0,1,1
CPI-SC0BA1D5E00Ductal cells,0,0,1,0,0,0,0
CPI-SC0DA5EFA18PP cells,0,0,1,0,0,0,0
CPI-SC061137A41PP cells,0,0,1,0,0,0,0
CPI-SC0BCD683D4PP cells,0,0,1,0,0,0,0
CPI-SC0F4BC2909PP cells,0,0,1,0,0,1,1
CPI-SC0814068D9PP cells,0,0,1,0,0,1,1
CPI-SC0D2BDC009PP cells,0,0,1,0,0,0,1
CPI-SC00756BB93PP cells,0,0,1,0,0,0,1
CPI-SC056BF6CBBPP cells,0,0,1,0,1,0,1
CPI-SC0A54B5323PP cells,0,0,1,0,0,1,1
CPI-SC0CE851065PP cells,0,0,1,0,0,1,1
CPI-SC0725E3A76PP cells,0,0,1,0,0,0,1
CPI-SS0A2D7895CPP cells,0,0,1,0,0,0,0
CPI-SC09FDA4F45PP cells,0,0,1,0,1,1,1
CPI-SC04085F9F9PP cells,0,0,1,0,0,1,1
CPI-SC02B111AB0PP cells,0,0,1,0,0,1,1
CPI-SC0BC542ACCPP cells,0,0,1,0,1,0,1
CPI-SC0BA1D5E00PP cells,0,0,1,0,0,0,0
CPI-SC08D8A859FPP cells,0,0,1,0,1,1,1
CPI-SC0B066E03CStellate cells,0,0,1,0,0,0,0
CPI-SC0DA5EFA18Stellate cells,0,0,1,0,0,0,0
CPI-SC05565E8CEStellate cells,0,0,1,0,0,0,0
CPI-SC061137A41Stellate cells,0,0,1,0,0,0,0
CPI-SC0F4BC2909Stellate cells,0,0,1,0,0,1,1
CPI-SC0814068D9Stellate cells,0,0,1,0,0,1,1
CPI-SC0A54B5323Stellate cells,0,0,1,0,0,1,1
CPI-SC0CE851065Stellate cells,0,0,1,0,0,1,1
CPI-SS0A2D7895CStellate cells,0,0,1,0,0,0,0
CPI-SC0530C27A8$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC067AD890A$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SC0F73E9099$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC08AA91C84$\alpha{-}cells$,0,0,0,1,0,1,0
CPI-SC0EA3FC100$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC03ADD2063$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0458F68A5$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0F7E26271$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC02017BE74$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0247375A7$\alpha{-}cells$,0,0,0,1,0,1,0
CPI-SC01EA4FF6B$\alpha{-}cells$,0,0,0,1,0,0,1
CPI-SC0755598EE$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0017F527E$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0FA79E269$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC02BFEEC8A$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC07ECBFCA7$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC090855C8E$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0CFF5E19D$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC092C3E4DF$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS001BF66E8$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC06364D669$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0D19BAF15$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0A2FE9693$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SS06D13FCD3$\alpha{-}cells$,0,0,0,1,1,1,0
CPI-SC0B9199C7F$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC04F2478E9$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0E3784FFB$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC01FFC9392$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0EEF3A379$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC096929DB0$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0530C27A8$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC067AD890A$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC0F73E9099$\beta{-}cells$,0,0,0,1,0,0,1
CPI-SC03ADD2063$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0458F68A5$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0F7E26271$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC02017BE74$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0247375A7$\beta{-}cells$,0,0,0,1,1,1,0
CPI-SC01EA4FF6B$\beta{-}cells$,0,0,0,1,0,0,1
CPI-SC0755598EE$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0017F527E$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0FA79E269$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC02BFEEC8A$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC07ECBFCA7$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC090855C8E$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0CFF5E19D$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC092C3E4DF$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS001BF66E8$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC06364D669$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0D19BAF15$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0A2FE9693$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0B9199C7F$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC04F2478E9$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0847A64D2$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0E3784FFB$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC01FFC9392$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0EEF3A379$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0530C27A8$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC067AD890A$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC0F73E9099$\delta{-}cells$,0,0,0,1,0,0,1
CPI-SC03ADD2063$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0F7E26271$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC02017BE74$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0247375A7$\delta{-}cells$,0,0,0,1,0,1,0
CPI-SC01EA4FF6B$\delta{-}cells$,0,0,0,1,0,0,1
CPI-SC044E3F9B6$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0755598EE$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC07222A428$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0017F527E$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0FA79E269$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC02BFEEC8A$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC07ECBFCA7$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC090855C8E$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0CFF5E19D$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC092C3E4DF$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS001BF66E8$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC0D19BAF15$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0A2FE9693$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0B9199C7F$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SC06B4C6DD5$\delta{-}cells$,0,0,0,1,0,1,0
CPI-SC04F2478E9$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0E3784FFB$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC01FFC9392$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC096929DB0$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC067AD890AAcinar cells,0,0,0,1,1,0,0
CPI-SC0F73E9099Acinar cells,0,0,0,1,0,0,1
CPI-SS0B537DD3FAcinar cells,0,0,0,1,1,0,0
CPI-SC01EA4FF6BAcinar cells,0,0,0,1,1,0,1
CPI-SC04B0064C4Acinar cells,0,0,0,1,1,0,1
CPI-SC07222A428Acinar cells,0,0,0,1,1,0,1
CPI-SC0017F527EAcinar cells,0,0,0,1,1,0,1
CPI-SC0FA79E269Acinar cells,0,0,0,1,1,0,1
CPI-SC02BFEEC8AAcinar cells,0,0,0,1,1,0,1
CPI-SC07ECBFCA7Acinar cells,0,0,0,1,1,0,1
CPI-SC092C3E4DFAcinar cells,0,0,0,1,1,0,1
CPI-SC06364D669Acinar cells,0,0,0,1,1,0,1
CPI-SC0D19BAF15Acinar cells,0,0,0,1,1,0,1
CPI-SC0847A64D2Acinar cells,0,0,0,1,1,0,1
CPI-SC0530C27A8Ductal cells,0,0,0,1,1,0,0
CPI-SC067AD890ADuctal cells,0,0,0,1,1,0,0
CPI-SC0082A7233Ductal cells,0,0,0,1,0,0,0
CPI-SC0F7E26271Ductal cells,0,0,0,1,1,0,1
CPI-SC00C0800EBDuctal cells,0,0,0,1,0,0,0
CPI-SC02017BE74Ductal cells,0,0,0,1,1,0,1
CPI-SC0247375A7Ductal cells,0,0,0,1,0,0,0
CPI-SC01EA4FF6BDuctal cells,0,0,0,1,1,0,1
CPI-SC0755598EEDuctal cells,0,0,0,1,1,0,1
CPI-SC04B0064C4Ductal cells,0,0,0,1,1,0,1
CPI-SC07222A428Ductal cells,0,0,0,1,1,0,1
CPI-SC0FA79E269Ductal cells,0,0,0,1,1,0,1
CPI-SC02BFEEC8ADuctal cells,0,0,0,1,1,0,1
CPI-SC07ECBFCA7Ductal cells,0,0,0,1,1,0,1
CPI-SC090855C8EDuctal cells,0,0,0,1,1,0,1
CPI-SC0CFF5E19DDuctal cells,0,0,0,1,1,0,1
CPI-SC092C3E4DFDuctal cells,0,0,0,1,1,0,1
CPI-SC06364D669Ductal cells,0,0,0,1,1,0,1
CPI-SC0D19BAF15Ductal cells,0,0,0,1,1,0,1
CPI-SC0A2FE9693Ductal cells,0,0,0,1,1,1,1
CPI-SC0B9199C7FDuctal cells,0,0,0,1,1,1,1
CPI-SC0530C27A8PP cells,0,0,0,1,1,0,0
CPI-SC067AD890APP cells,0,0,0,1,1,0,0
CPI-SC0F73E9099PP cells,0,0,0,1,1,0,1
CPI-SC0EA3FC100PP cells,0,0,0,1,1,0,1
CPI-SC03ADD2063PP cells,0,0,0,1,1,0,1
CPI-SC0458F68A5PP cells,0,0,0,1,1,0,1
CPI-SC0F7E26271PP cells,0,0,0,1,1,0,1
CPI-SC0672FBD31PP cells,0,0,0,1,1,1,1
CPI-SC02017BE74PP cells,0,0,0,1,1,0,1
CPI-SC0247375A7PP cells,0,0,0,1,1,1,0
CPI-SC01EA4FF6BPP cells,0,0,0,1,1,0,1
CPI-SC0755598EEPP cells,0,0,0,1,1,0,1
CPI-SC04B0064C4PP cells,0,0,0,1,1,0,1
CPI-SC07222A428PP cells,0,0,0,1,1,0,1
CPI-SC0017F527EPP cells,0,0,0,1,1,0,1
CPI-SC0FA79E269PP cells,0,0,0,1,1,0,1
CPI-SC02BFEEC8APP cells,0,0,0,1,1,0,1
CPI-SC07ECBFCA7PP cells,0,0,0,1,1,0,1
CPI-SC090855C8EPP cells,0,0,0,1,1,0,1
CPI-SC0CFF5E19DPP cells,0,0,0,1,1,0,1
CPI-SC092C3E4DFPP cells,0,0,0,1,1,0,1
CPI-SS001BF66E8PP cells,0,0,0,1,1,0,0
CPI-SC06364D669PP cells,0,0,0,1,1,0,1
CPI-SC0D19BAF15PP cells,0,0,0,1,1,0,1
CPI-SC0A2FE9693PP cells,0,0,0,1,1,1,1
CPI-SC0B9199C7FPP cells,0,0,0,1,1,1,1
CPI-SC06B4C6DD5PP cells,0,0,0,1,1,1,0
CPI-SC02392F4AFPP cells,0,0,0,1,1,1,1
CPI-SC04F2478E9PP cells,0,0,0,1,1,0,1
CPI-SC0847A64D2PP cells,0,0,0,1,1,0,1
CPI-SC0E3784FFBPP cells,0,0,0,1,1,1,1
CPI-SC0EEF3A379PP cells,0,0,0,1,1,1,1
CPI-SS06A999D25Stellate cells,0,0,0,1,1,0,0
CPI-SC0530C27A8Stellate cells,0,0,0,1,1,0,0
CPI-SC067AD890AStellate cells,0,0,0,1,1,0,0
CPI-SC0F73E9099Stellate cells,0,0,0,1,1,0,1
CPI-SC0EA3FC100Stellate cells,0,0,0,1,1,0,1
CPI-SC03ADD2063Stellate cells,0,0,0,1,1,0,1
CPI-SC0458F68A5Stellate cells,0,0,0,1,1,0,1
CPI-SC0F7E26271Stellate cells,0,0,0,1,1,0,1
CPI-SC02017BE74Stellate cells,0,0,0,1,1,0,1
CPI-SC01EA4FF6BStellate cells,0,0,0,1,1,0,1
CPI-SC0755598EEStellate cells,0,0,0,1,1,0,1
CPI-SC04B0064C4Stellate cells,0,0,0,1,1,0,1
CPI-SC07222A428Stellate cells,0,0,0,1,1,0,1
CPI-SC0017F527EStellate cells,0,0,0,1,1,0,1
CPI-SC0FA79E269Stellate cells,0,0,0,1,1,0,1
CPI-SC02BFEEC8AStellate cells,0,0,0,1,1,0,1
CPI-SC07ECBFCA7Stellate cells,0,0,0,1,1,0,1
CPI-SS001BF66E8Stellate cells,0,0,0,1,1,0,0
CPI-SC06364D669Stellate cells,0,0,0,1,1,0,1
CPI-SC0A2FE9693Stellate cells,0,0,0,1,1,1,1
CPI-SC04F2478E9Stellate cells,0,0,0,1,1,0,1
CPI-SC0ED0520DD$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SC0EAF80261$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC062D34C2A$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SC0A9EB628A$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SC069F9E62C$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SC0014D5A6E$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC053BBE2B1$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0F94B2CF9$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC01E9FAC20$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0FF018913$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SC0A0532ADC$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC056BF6CBB$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0672FBD31$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0A58E6695$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC044E3F9B6$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC04B0064C4$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0B6F1A278$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC01195CB48$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC07222A428$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC04AED00CE$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0BC542ACC$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0ED0520DD$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC0EAF80261$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC062D34C2A$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC0A9EB628A$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC069F9E62C$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC0014D5A6E$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC053BBE2B1$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0861656EC$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0F94B2CF9$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC01E9FAC20$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0EA3FC100$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0A0532ADC$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC056BF6CBB$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0672FBD31$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0A58E6695$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC044E3F9B6$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC04B0064C4$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0B6F1A278$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC01195CB48$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC07222A428$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC04AED00CE$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SC0BC542ACC$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS06D13FCD3$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC0ED0520DD$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SC062D34C2A$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0A9EB628A$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC069F9E62C$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SC0014D5A6E$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0F94B2CF9$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC01E9FAC20$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0EA3FC100$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0A0532ADC$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0458F68A5$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC04B0064C4$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0B6F1A278$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC01195CB48$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS0AD0ED887$\delta{-}cells$,0,0,0,0,1,1,0
CPI-SC05D8C0EF5$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SC04AED00CE$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS06D13FCD3$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SC02392F4AF$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SC0ED0520DDAcinar cells,0,0,0,0,1,0,0
CPI-SC0EAF80261Acinar cells,0,0,0,0,1,0,0
CPI-SC062D34C2AAcinar cells,0,0,0,0,1,0,0
CPI-SC0A9EB628AAcinar cells,0,0,0,0,1,0,0
CPI-SC053BBE2B1Acinar cells,0,0,0,0,1,0,1
CPI-SC0F94B2CF9Acinar cells,0,0,0,0,1,0,1
CPI-SC01E9FAC20Acinar cells,0,0,0,0,1,0,1
CPI-SC0EA3FC100Acinar cells,0,0,0,0,1,0,1
CPI-SC056BF6CBBAcinar cells,0,0,0,0,1,0,1
